opportunity_id,sales_agent,product,account,deal_outcome,engage_date,close_date,deal_duration,deal_duration_bucket_month,close_value,price_adjustment_pct
EMIAKHPF,Donn Cantrell,GTX Plus Pro,Kinnamplus,Won,2017-06-10,2017-09-21,103,3-4,5051.0,-0.07862094126231302
MKEVYIDI,Jonathan Berthelot,GTX Plus Basic,Isdom,Won,2017-06-10,2017-06-17,7,0-1,834.0,-0.23905109489051096
IFNT8NLL,Kami Bicknell,MG Special,Green-Plus,Lost,2017-06-10,2017-08-07,58,2,0.0,0.0
EWRVDN3U,Marty Freudenburg,MG Advanced,Toughzap,Lost,2017-06-10,2017-09-19,101,3-4,0.0,0.0
WEGC0W05,Marty Freudenburg,MG Special,Rangreen,Won,2017-06-10,2017-06-19,9,0-1,54.0,-0.01818181818181818
HZ283240,Niesha Huffines,GTX Basic,Streethex,Lost,2017-06-10,2017-09-07,89,3-4,0.0,0.0
3J1W4LM0,Niesha Huffines,GTX Basic,Domzoom,Won,2017-06-10,2017-06-21,11,0-1,527.0,-0.04181818181818182
1RIY3IBH,Niesha Huffines,MG Advanced,Globex Corporation,Won,2017-06-10,2017-06-12,2,0-1,2724.0,-0.1971706454465075
6NZH6X7G,Reed Clapper,GTX Plus Pro,Betasoloin,Lost,2017-06-10,2017-06-21,11,0-1,0.0,0.0
DJ2GWNGZ,Reed Clapper,GTX Basic,Kinnamplus,Won,2017-06-10,2017-09-05,87,3-4,551.0,0.0018181818181818182
S02S3TVE,Vicki Laflamme,GTX Plus Basic,Plusstrip,Won,2017-06-10,2017-06-21,11,0-1,1118.0,0.020072992700729927
34YT99YN,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,2017-06-10,2017-08-23,74,3-4,6094.0,0.11163808828894564
N33B6LND,Wilburn Farren,MG Special,Gekko & Co,Lost,2017-06-10,2017-08-22,73,3-4,0.0,0.0
C7NBDKVV,Zane Levy,GTX Basic,Nam-zim,Won,2017-06-10,2017-08-06,57,2,556.0,0.01090909090909091
9YVSYSE8,Anna Snelling,GTX Basic,Globex Corporation,Lost,2017-06-11,2017-09-16,97,3-4,0.0,0.0
VUF34IPC,Anna Snelling,MG Special,Rangreen,Won,2017-06-11,2017-09-13,94,3-4,49.0,-0.10909090909090909
ONUWPAJM,Cassey Cress,GTX Plus Basic,Silis,Lost,2017-06-11,2017-09-11,92,3-4,0.0,0.0
A50JWKFS,Cecily Lampkin,GTX Plus Basic,Streethex,Won,2017-06-11,2017-09-25,106,3-4,1001.0,-0.08667883211678833
JP72AC6I,Corliss Cosme,MG Advanced,The New York Inquirer,Won,2017-06-11,2017-09-16,97,3-4,3777.0,0.11317418213969938
9SZTURAF,Daniell Hammack,GTX Plus Basic,Initech,Won,2017-06-11,2017-08-17,67,3-4,892.0,-0.18613138686131386
LB8UE159,Daniell Hammack,GTX Plus Pro,Iselectrics,Won,2017-06-11,2017-06-19,8,0-1,5353.0,-0.02353155782561109
QYWZZ16B,Darcel Schlecht,GTX Pro,Betatech,Won,2017-06-11,2017-06-24,13,0-1,4410.0,-0.08525202240199128
IJNOVBGU,Darcel Schlecht,MG Advanced,Konmatfix,Won,2017-06-11,2017-09-03,84,3-4,3768.0,0.11052166224580018
KYL4UFG5,Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-06-11,2017-08-29,79,3-4,0.0,0.0
QFBITAKR,James Ascencio,GTX Basic,J-Texon,Won,2017-06-11,2017-08-10,60,2,507.0,-0.07818181818181819
VSZ4UVVN,Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,2017-06-11,2017-09-20,101,3-4,1144.0,0.043795620437956206
31C5DVJT,Kary Hendrixson,MG Special,Cheers,Won,2017-06-11,2017-09-22,103,3-4,44.0,-0.2
EG3KHGPL,Lajuana Vencill,MG Advanced,Treequote,Won,2017-06-11,2017-06-27,16,0-1,3470.0,0.02269378131447097
LSJ2A8ZX,Markita Hansen,GTK 500,Cheers,Won,2017-06-11,2017-09-26,107,3-4,29166.0,0.08958457860131501
9D06AK8T,Markita Hansen,GTX Plus Basic,Kan-code,Won,2017-06-11,2017-08-10,60,2,1045.0,-0.046532846715328466
PPXIWYMT,Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2017-06-11,2017-09-12,93,3-4,951.0,-0.1322992700729927
YWKJW726,Versie Hillebrand,MG Special,Stanredtax,Won,2017-06-11,2017-08-20,70,3-4,43.0,-0.21818181818181817
ZVT9J7V1,Versie Hillebrand,MG Special,Zumgoity,Won,2017-06-11,2017-06-15,4,0-1,55.0,0.0
NOBIC0PD,Cassey Cress,GTX Pro,Kan-code,Won,2017-06-12,2017-08-17,66,3-4,4294.0,-0.10931342045218834
UKECBJV5,Cecily Lampkin,GTX Plus Pro,Streethex,Won,2017-06-12,2017-08-29,78,3-4,4961.0,-0.09503830718715797
UWVT8M2Y,Corliss Cosme,GTX Basic,Iselectrics,Lost,2017-06-12,2017-08-18,67,3-4,0.0,0.0
FU00L2Y2,Daniell Hammack,GTX Pro,Ontomedia,Won,2017-06-12,2017-09-23,103,3-4,4506.0,-0.06533914125700062
518D68L9,Donn Cantrell,GTX Pro,Zencorporation,Lost,2017-06-12,2017-06-26,14,0-1,0.0,0.0
AOZKTGZG,Elease Gluck,GTX Basic,Singletechno,Won,2017-06-12,2017-08-22,71,3-4,608.0,0.10545454545454545
TKN1L8EX,Garret Kinder,GTX Plus Basic,Zathunicon,Won,2017-06-12,2017-09-20,100,3-4,851.0,-0.22354014598540145
9GQ6HQLK,Gladys Colclough,GTX Plus Basic,Inity,Won,2017-06-12,2017-09-20,100,3-4,1143.0,0.04288321167883212
0RL4RHQJ,Gladys Colclough,GTX Plus Pro,Globex Corporation,Won,2017-06-12,2017-06-25,13,0-1,6365.0,0.1610726012404232
ZE9WX1Q9,Hayden Neloms,MG Special,Fasehatice,Won,2017-06-12,2017-08-21,70,3-4,54.0,-0.01818181818181818
QY6MB3QJ,Kary Hendrixson,GTX Basic,Sunnamplex,Lost,2017-06-12,2017-08-14,63,3-4,0.0,0.0
RUYLZD4O,Kary Hendrixson,GTX Pro,Sonron,Won,2017-06-12,2017-06-29,17,0-1,4798.0,-0.004770794440987347
BOVKZHAZ,Markita Hansen,MG Special,Doncon,Lost,2017-06-12,2017-08-29,78,3-4,0.0,0.0
3X5BD9NU,Markita Hansen,GTX Pro,Fasehatice,Won,2017-06-12,2017-06-25,13,0-1,4733.0,-0.01825347438290811
YT8YYRTU,Maureen Marcano,GTX Plus Basic,Cheers,Won,2017-06-12,2017-08-29,78,3-4,1250.0,0.14051094890510948
6V7OMXY5,Maureen Marcano,GTX Plus Pro,Faxquote,Won,2017-06-12,2017-09-01,81,3-4,5966.0,0.08828894564027727
0TR3RU8A,Niesha Huffines,MG Special,Domzoom,Won,2017-06-12,2017-09-10,90,3-4,61.0,0.10909090909090909
GTOKTXRA,Vicki Laflamme,MG Special,Scotfind,Won,2017-06-12,2017-09-20,100,3-4,48.0,-0.12727272727272726
PBJ01MRE,Violet Mclelland,MG Special,Zathunicon,Won,2017-06-12,2017-09-21,101,3-4,53.0,-0.03636363636363636
L2NXQFPN,Zane Levy,MG Special,Cheers,Lost,2017-06-12,2017-06-20,8,0-1,0.0,0.0
0XWCTQL2,Zane Levy,MG Special,Doncon,Won,2017-06-12,2017-08-18,67,3-4,51.0,-0.07272727272727272
SY72RAK2,Zane Levy,MG Advanced,Cheers,Won,2017-06-12,2017-09-04,84,3-4,3314.0,-0.023283230179781903
38YQ4771,Anna Snelling,MG Advanced,Treequote,Lost,2017-06-13,2017-08-20,68,3-4,0.0,0.0
K7FBRQCA,Anna Snelling,MG Special,Genco Pura Olive Oil Company,Won,2017-06-13,2017-09-25,104,3-4,64.0,0.16363636363636364
F4V2FXK0,Anna Snelling,MG Special,Isdom,Won,2017-06-13,2017-06-24,11,0-1,58.0,0.05454545454545454
FZNEISTX,Cassey Cress,GTX Plus Basic,Mathtouch,Lost,2017-06-13,2017-08-22,70,3-4,0.0,0.0
S34T8KPW,Cassey Cress,GTX Plus Pro,Massive Dynamic,Won,2017-06-13,2017-08-04,52,2,4598.0,-0.16125501641736592
5F40OSXS,Cassey Cress,MG Advanced,Mathtouch,Won,2017-06-13,2017-06-19,6,0-1,3424.0,0.009136457412319481
AILF7GOP,Cassey Cress,MG Advanced,Umbrella Corporation,Won,2017-06-13,2017-09-30,109,3-4,3399.0,0.0017683465959328027
LMJINVRQ,Daniell Hammack,GTX Plus Basic,Betasoloin,Lost,2017-06-13,2017-09-07,86,3-4,0.0,0.0
MHPI0ZW1,Darcel Schlecht,GTX Basic,Konmatfix,Lost,2017-06-13,2017-09-04,83,3-4,0.0,0.0
WJ81WITC,Darcel Schlecht,GTX Plus Pro,Betatech,Lost,2017-06-13,2017-08-16,64,3-4,0.0,0.0
AIAX4W1O,Darcel Schlecht,GTX Pro,Treequote,Won,2017-06-13,2017-09-10,89,3-4,5322.0,0.10392034847542003
DFSRHCXU,Donn Cantrell,GTX Basic,Donquadtech,Won,2017-06-13,2017-08-28,76,3-4,496.0,-0.09818181818181818
1VFUCUWA,Garret Kinder,MG Advanced,Bubba Gump,Won,2017-06-13,2017-08-27,75,3-4,3279.0,-0.03359858532272325
3IIDRUGI,Gladys Colclough,MG Special,Scottech,Lost,2017-06-13,2017-09-28,107,3-4,0.0,0.0
3VLKZISJ,James Ascencio,MG Special,Scotfind,Won,2017-06-13,2017-06-27,14,0-1,68.0,0.23636363636363636
2GN2TRVV,Jonathan Berthelot,GTX Basic,Treequote,Lost,2017-06-13,2017-08-23,71,3-4,0.0,0.0
9C9GO9XO,Niesha Huffines,GTX Plus Basic,Funholding,Lost,2017-06-13,2017-08-21,69,3-4,0.0,0.0
ULES5Z21,Versie Hillebrand,MG Special,Bioholding,Won,2017-06-13,2017-06-15,2,0-1,59.0,0.07272727272727272
IITSDWWL,Vicki Laflamme,MG Advanced,Fasehatice,Won,2017-06-13,2017-06-26,13,0-1,3205.0,-0.05540819333922782
8GYH6R9J,Wilburn Farren,GTX Basic,Mathtouch,Lost,2017-06-13,2017-06-27,14,0-1,0.0,0.0
8X890G2T,Anna Snelling,MG Special,Globex Corporation,Won,2017-06-14,2017-06-23,9,0-1,55.0,0.0
74YVUL52,Cassey Cress,GTX Basic,Bubba Gump,Lost,2017-06-14,2017-09-17,95,3-4,0.0,0.0
HH4I6PAY,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-06-14,2017-09-02,80,3-4,525.0,-0.045454545454545456
TAGD6XU9,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-14,2017-08-25,72,3-4,3455.0,0.018272914824638962
IIREXAQX,Elease Gluck,MG Advanced,Faxquote,Won,2017-06-14,2017-06-25,11,0-1,3110.0,-0.0834070144414972
8GISH3I9,Garret Kinder,MG Special,Kinnamplus,Lost,2017-06-14,2017-06-27,13,0-1,0.0,0.0
6M89XBL0,Hayden Neloms,GTX Plus Pro,Scotfind,Won,2017-06-14,2017-09-11,89,3-4,5053.0,-0.07825611090842759
YT2QLCVS,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-06-14,2017-06-28,14,0-1,3539.0,0.0430297671676982
4ICL09BD,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-14,2017-08-23,70,3-4,580.0,0.05454545454545454
YWWVWOO4,Kami Bicknell,MG Advanced,Rantouch,Lost,2017-06-14,2017-06-20,6,0-1,0.0,0.0
8TTFFCIK,Lajuana Vencill,MG Advanced,Warephase,Won,2017-06-14,2017-06-17,3,0-1,3468.0,0.022104332449160036
OG13XT4P,Niesha Huffines,MG Special,Ron-tech,Won,2017-06-14,2017-09-19,97,3-4,54.0,-0.01818181818181818
ZYRRGSQK,Reed Clapper,MG Advanced,Bluth Company,Lost,2017-06-14,2017-06-27,13,0-1,0.0,0.0
0LDX9VLO,Versie Hillebrand,MG Special,Scottech,Lost,2017-06-14,2017-08-11,58,2,0.0,0.0
XFFFWJQH,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-06-14,2017-08-20,67,3-4,0.0,0.0
KRSNQKC6,Boris Faz,GTX Plus Pro,Zotware,Won,2017-06-15,2017-06-28,13,0-1,6040.0,0.10178766873403867
YY39ZQNV,Cassey Cress,GTX Pro,The New York Inquirer,Won,2017-06-15,2017-09-01,78,3-4,5857.0,0.21489317568969094
YHVY1LHH,Cecily Lampkin,MG Advanced,Dambase,Won,2017-06-15,2017-06-25,10,0-1,3785.0,0.11553197760094312
2BG4ZR42,Corliss Cosme,GTX Plus Basic,Zathunicon,Lost,2017-06-15,2017-09-19,96,3-4,0.0,0.0
QQCIN1M4,Daniell Hammack,GTX Basic,Initech,Won,2017-06-15,2017-06-26,11,0-1,420.0,-0.23636363636363636
KIMW6PXN,Daniell Hammack,GTX Pro,Xx-zobam,Won,2017-06-15,2017-06-20,5,0-1,4939.0,0.024476249740717694
AKFNIQR0,Darcel Schlecht,GTX Pro,Scottech,Won,2017-06-15,2017-06-30,15,0-1,4564.0,-0.05330844223190209
D5LEL3HF,Darcel Schlecht,MG Advanced,Rangreen,Won,2017-06-15,2017-09-09,86,3-4,2683.0,-0.20925434718538166
6X4EEUGA,Elease Gluck,GTK 500,Cheers,Won,2017-06-15,2017-06-30,15,0-1,25464.0,-0.04871488344291692
KTSB1KYT,Jonathan Berthelot,GTX Basic,Hottechi,Won,2017-06-15,2017-09-09,86,3-4,460.0,-0.16363636363636364
RB7IA4JX,Jonathan Berthelot,GTX Basic,Rundofase,Won,2017-06-15,2017-06-28,13,0-1,546.0,-0.007272727272727273
M4HY664H,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,2017-06-15,2017-09-25,102,3-4,918.0,-0.1624087591240876
D2C191IK,Lajuana Vencill,MG Advanced,Domzoom,Lost,2017-06-15,2017-06-29,14,0-1,0.0,0.0
I2V3EPW7,Lajuana Vencill,MG Advanced,Toughzap,Won,2017-06-15,2017-08-02,48,2,3018.0,-0.11052166224580018
RB8LSFVK,Markita Hansen,MG Special,Sonron,Won,2017-06-15,2017-08-24,70,3-4,52.0,-0.05454545454545454
7SYJDW4L,Reed Clapper,MG Special,Bioplex,Won,2017-06-15,2017-08-04,50,2,50.0,-0.09090909090909091
O7E0302B,Rosie Papadopoulos,GTX Basic,Xx-zobam,Won,2017-06-15,2017-09-13,90,3-4,524.0,-0.04727272727272727
U11XXNCF,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-06-15,2017-06-29,14,0-1,3306.0,-0.02564102564102564
73FYEJQV,Vicki Laflamme,MG Special,Hatfan,Won,2017-06-15,2017-06-22,7,0-1,54.0,-0.01818181818181818
C4CQ8FZL,Vicki Laflamme,MG Special,Hottechi,Won,2017-06-15,2017-06-28,13,0-1,53.0,-0.03636363636363636
OJ1WKIVY,Wilburn Farren,GTX Basic,Zencorporation,Won,2017-06-15,2017-08-29,75,3-4,514.0,-0.06545454545454546
N9ZXCBTU,Daniell Hammack,GTX Plus Basic,Konex,Won,2017-06-16,2017-06-25,9,0-1,985.0,-0.10127737226277372
RLHNJZBW,Darcel Schlecht,GTX Pro,Conecom,Won,2017-06-16,2017-08-11,56,2,5843.0,0.21198921385604647
GKHTT70P,Darcel Schlecht,GTX Pro,Genco Pura Olive Oil Company,Won,2017-06-16,2017-09-17,93,3-4,4577.0,-0.05061190624351794
GL8PN4LQ,Darcel Schlecht,MG Advanced,Isdom,Won,2017-06-16,2017-06-24,8,0-1,3323.0,-0.0206307102858827
TTVQT1YD,Donn Cantrell,MG Advanced,Betasoloin,Lost,2017-06-16,2017-08-31,76,3-4,0.0,0.0
NOHEK8PU,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-06-16,2017-09-17,93,3-4,483.0,-0.12181818181818181
56AN1DXW,Garret Kinder,GTX Basic,Initech,Lost,2017-06-16,2017-08-22,67,3-4,0.0,0.0
WB44DF28,Garret Kinder,GTX Pro,Vehement Capital Partners,Won,2017-06-16,2017-09-18,94,3-4,5206.0,0.07985895042522298
DJ60T39C,Gladys Colclough,MG Advanced,Finhigh,Won,2017-06-16,2017-09-04,80,3-4,3621.0,0.0671971706454465
52H2CE10,Kami Bicknell,GTX Pro,Faxquote,Won,2017-06-16,2017-06-25,9,0-1,4756.0,-0.013482679941920763
PVDGIYSB,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-06-16,2017-08-29,74,3-4,0.0,0.0
F57Z7KJF,Lajuana Vencill,MG Advanced,Stanredtax,Won,2017-06-16,2017-06-24,8,0-1,3228.0,-0.04862953138815208
ZGSQMEQ9,Niesha Huffines,GTX Plus Basic,Bioholding,Won,2017-06-16,2017-09-17,93,3-4,1063.0,-0.030109489051094892
FM1RH52B,Reed Clapper,GTX Plus Basic,Yearin,Lost,2017-06-16,2017-08-19,64,3-4,0.0,0.0
3NM7A8SX,Zane Levy,MG Advanced,Newex,Won,2017-06-16,2017-06-27,11,0-1,4234.0,0.24786324786324787
1XWQZ1F8,Cassey Cress,GTX Plus Basic,Plussunin,Won,2017-06-17,2017-09-16,91,3-4,1198.0,0.09306569343065693
LXGNXNX1,Corliss Cosme,GTX Pro,Sumace,Won,2017-06-17,2017-09-09,84,3-4,4960.0,0.0288321924911844
YQK2K6U5,Darcel Schlecht,GTX Basic,Betatech,Won,2017-06-17,2017-08-22,66,3-4,576.0,0.04727272727272727
FROU0UKW,Darcel Schlecht,GTX Plus Pro,Globex Corporation,Won,2017-06-17,2017-08-25,69,3-4,5614.0,0.024078803356439256
SD8JJSKT,Darcel Schlecht,MG Advanced,Streethex,Won,2017-06-17,2017-08-30,74,3-4,3422.0,0.008547008547008548
LCWP23CI,James Ascencio,GTX Plus Pro,Finjob,Won,2017-06-17,2017-06-24,7,0-1,5306.0,-0.03210507114191901
XQ4FN1KA,Kary Hendrixson,GTX Pro,Golddex,Lost,2017-06-17,2017-09-06,81,3-4,0.0,0.0
9BTSKY01,Lajuana Vencill,MG Special,Inity,Won,2017-06-17,2017-09-19,94,3-4,60.0,0.09090909090909091
CQZSFN7C,Markita Hansen,GTK 500,Konex,Lost,2017-06-17,2017-08-15,59,2,0.0,0.0
81LMZHD1,Moses Frase,GTX Plus Pro,Bioholding,Won,2017-06-17,2017-08-16,60,2,5018.0,-0.08464064210142284
1J5Y9X1H,Vicki Laflamme,MG Advanced,Groovestreet,Won,2017-06-17,2017-09-17,92,3-4,3295.0,-0.02888299440023578
6LC0XB2D,Anna Snelling,MG Special,Rundofase,Won,2017-06-18,2017-08-29,72,3-4,61.0,0.10909090909090909
YKC8JUSY,Boris Faz,GTX Plus Pro,Mathtouch,Lost,2017-06-18,2017-07-01,13,0-1,0.0,0.0
PAQTBHVA,Cassey Cress,MG Special,Zathunicon,Won,2017-06-18,2017-09-23,97,3-4,59.0,0.07272727272727272
JRWBU9BS,Daniell Hammack,GTX Pro,Mathtouch,Won,2017-06-18,2017-06-26,8,0-1,3720.0,-0.2283758556316117
DXF00KY4,Darcel Schlecht,MG Advanced,Isdom,Lost,2017-06-18,2017-08-15,58,2,0.0,0.0
K6ZDH79M,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-18,2017-08-16,59,2,5088.0,0.05538270068450529
GKL9QV5B,Elease Gluck,GTX Plus Pro,Scotfind,Won,2017-06-18,2017-06-28,10,0-1,6666.0,0.2159795695001824
1V3IQVOF,Gladys Colclough,GTX Plus Basic,Ron-tech,Lost,2017-06-18,2017-08-02,45,2,0.0,0.0
BH7EXL5M,Gladys Colclough,GTX Pro,Isdom,Won,2017-06-18,2017-06-23,5,0-1,5115.0,0.060983198506533914
K0HLZM4Q,Jonathan Berthelot,GTX Basic,Stanredtax,Lost,2017-06-18,2017-08-21,64,3-4,0.0,0.0
BTNSR87A,Jonathan Berthelot,GTX Plus Basic,Isdom,Won,2017-06-18,2017-07-01,13,0-1,1149.0,0.048357664233576646
L58MN75X,Jonathan Berthelot,GTX Pro,Bioholding,Won,2017-06-18,2017-09-15,89,3-4,5220.0,0.08276291225886745
SWV0JUQJ,Jonathan Berthelot,MG Special,Stanredtax,Won,2017-06-18,2017-06-22,4,0-1,60.0,0.09090909090909091
910IXBKP,Kami Bicknell,GTX Basic,Lexiqvolax,Won,2017-06-18,2017-06-22,4,0-1,551.0,0.0018181818181818182
NTNYA5PE,Markita Hansen,GTX Basic,Cheers,Won,2017-06-18,2017-09-28,102,3-4,505.0,-0.08181818181818182
AHRCT8IP,Marty Freudenburg,GTX Basic,Warephase,Lost,2017-06-18,2017-09-03,77,3-4,0.0,0.0
ESH4HX52,Marty Freudenburg,GTX Plus Pro,Globex Corporation,Won,2017-06-18,2017-08-21,64,3-4,5472.0,-0.0018241517694272164
P8LGQH9G,Niesha Huffines,GTX Pro,Genco Pura Olive Oil Company,Lost,2017-06-18,2017-06-21,3,0-1,0.0,0.0
VT1LZKEY,Vicki Laflamme,GTX Basic,Fasehatice,Lost,2017-06-18,2017-08-29,72,3-4,0.0,0.0
0WC2J3UP,Anna Snelling,GTX Basic,Funholding,Lost,2017-06-19,2017-08-28,70,3-4,0.0,0.0
VWSFZUNS,Anna Snelling,GTX Plus Pro,Hottechi,Won,2017-06-19,2017-08-24,66,3-4,5271.0,-0.03848960233491427
F3UB81V7,Boris Faz,MG Special,Bioplex,Won,2017-06-19,2017-08-23,65,3-4,49.0,-0.10909090909090909
SEX08VFB,Cassey Cress,MG Advanced,Opentech,Lost,2017-06-19,2017-06-30,11,0-1,0.0,0.0
FLANUQCV,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-06-19,2017-09-21,94,3-4,1236.0,0.12773722627737227
8MKXIQQK,Daniell Hammack,GTX Pro,Zencorporation,Won,2017-06-19,2017-06-21,2,0-1,5388.0,0.11761045426260112
NDMY5PPT,Darcel Schlecht,GTX Pro,Conecom,Lost,2017-06-19,2017-08-27,69,3-4,0.0,0.0
E4H6CBPJ,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-19,2017-09-26,99,3-4,5449.0,0.1302634308234806
1FAMR9UR,Darcel Schlecht,GTX Pro,Funholding,Won,2017-06-19,2017-06-25,6,0-1,5030.0,0.04335200165940676
SYJKN818,Darcel Schlecht,GTX Pro,Hottechi,Won,2017-06-19,2017-08-22,64,3-4,5195.0,0.07757726612735946
VMTPCY5G,Hayden Neloms,MG Special,Condax,Won,2017-06-19,2017-06-25,6,0-1,55.0,0.0
CV0BDYMP,Hayden Neloms,MG Special,Fasehatice,Won,2017-06-19,2017-09-29,102,3-4,62.0,0.12727272727272726
7DI7A7G7,James Ascencio,GTX Basic,Sunnamplex,Won,2017-06-19,2017-08-19,61,3-4,459.0,-0.16545454545454547
WE7YS7HD,Kami Bicknell,GTX Basic,Y-corporation,Lost,2017-06-19,2017-08-25,67,3-4,0.0,0.0
4DLOXD13,Kami Bicknell,GTX Plus Basic,Y-corporation,Won,2017-06-19,2017-08-07,49,2,1097.0,0.0009124087591240876
XN63KZRZ,Kami Bicknell,GTX Plus Pro,Plexzap,Won,2017-06-19,2017-09-29,102,3-4,5033.0,-0.08190441444728201
WSG25BZ9,Kary Hendrixson,GTX Pro,Blackzim,Won,2017-06-19,2017-09-22,95,3-4,4966.0,0.03007674756274632
6GL2LRUH,Kary Hendrixson,MG Special,Finjob,Won,2017-06-19,2017-06-24,5,0-1,52.0,-0.05454545454545454
K0G1IB3Q,Markita Hansen,MG Special,Doncon,Won,2017-06-19,2017-06-27,8,0-1,54.0,-0.01818181818181818
UYJDOT4Q,Maureen Marcano,GTX Plus Pro,Sonron,Won,2017-06-19,2017-09-12,85,3-4,5816.0,0.06092666909886903
VOSSIXSY,Maureen Marcano,MG Special,Condax,Won,2017-06-19,2017-09-03,76,3-4,53.0,-0.03636363636363636
ILUMUKG8,Maureen Marcano,MG Advanced,Plexzap,Won,2017-06-19,2017-08-15,57,2,3994.0,0.17712938402593575
DYUWF61W,Moses Frase,GTX Plus Pro,Warephase,Lost,2017-06-19,2017-06-28,9,0-1,0.0,0.0
NUNQGOUW,Moses Frase,MG Special,Statholdings,Won,2017-06-19,2017-09-04,77,3-4,57.0,0.03636363636363636
CKT1GTY2,Reed Clapper,MG Special,Condax,Lost,2017-06-19,2017-07-02,13,0-1,0.0,0.0
FUHP1IXR,Rosalina Dieter,MG Advanced,Scotfind,Won,2017-06-19,2017-08-05,47,2,3752.0,0.1058060713233127
TJEEFJG8,Rosie Papadopoulos,GTX Pro,Condax,Won,2017-06-19,2017-09-21,94,3-4,4759.0,-0.012860402406139806
ABRQIWS9,Versie Hillebrand,GTX Basic,Statholdings,Won,2017-06-19,2017-08-24,66,3-4,555.0,0.00909090909090909
B3K4Z5L0,Violet Mclelland,GTX Basic,Umbrella Corporation,Lost,2017-06-19,2017-06-24,5,0-1,0.0,0.0
IVCON5CU,Zane Levy,GTX Plus Basic,Konex,Won,2017-06-19,2017-09-20,93,3-4,1213.0,0.10675182481751824
RQXFD7FW,Zane Levy,GTX Pro,Sonron,Won,2017-06-19,2017-09-08,81,3-4,4428.0,-0.08151835718730553
LUP7FYS5,Boris Faz,GTX Plus Pro,Xx-zobam,Lost,2017-06-20,2017-07-02,12,0-1,0.0,0.0
REVQ7DSW,Cassey Cress,GTX Pro,Konex,Lost,2017-06-20,2017-08-08,49,2,0.0,0.0
YSNODM63,Cecily Lampkin,GTX Plus Pro,Streethex,Lost,2017-06-20,2017-06-27,7,0-1,0.0,0.0
PN3T4FUG,Corliss Cosme,GTX Basic,Xx-zobam,Lost,2017-06-20,2017-09-21,93,3-4,0.0,0.0
AQ3HBL9S,Daniell Hammack,GTX Pro,Iselectrics,Lost,2017-06-20,2017-06-25,5,0-1,0.0,0.0
VE4LZ8F5,Daniell Hammack,MG Special,Kan-code,Won,2017-06-20,2017-08-25,66,3-4,62.0,0.12727272727272726
Q5R1PYJS,Darcel Schlecht,GTX Pro,Bioholding,Lost,2017-06-20,2017-09-11,83,3-4,0.0,0.0
5AOWZ6AG,Donn Cantrell,MG Advanced,Silis,Won,2017-06-20,2017-08-09,50,2,3546.0,0.04509283819628647
3AIA6RL3,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-06-20,2017-08-20,61,3-4,1132.0,0.032846715328467155
OXPNURPT,Kami Bicknell,GTX Basic,Cheers,Lost,2017-06-20,2017-08-13,54,2,0.0,0.0
9TRVSW35,Maureen Marcano,MG Special,Condax,Won,2017-06-20,2017-08-19,60,2,57.0,0.03636363636363636
GTH3VIDW,Maureen Marcano,MG Special,Fasehatice,Won,2017-06-20,2017-06-23,3,0-1,61.0,0.10909090909090909
WFNKJ2LT,Maureen Marcano,MG Special,Plusstrip,Won,2017-06-20,2017-07-01,11,0-1,57.0,0.03636363636363636
P7GCDFU8,Reed Clapper,GTX Basic,Massive Dynamic,Won,2017-06-20,2017-09-14,86,3-4,649.0,0.18
O22J2QPD,Rosie Papadopoulos,GTX Pro,Donware,Lost,2017-06-20,2017-08-15,56,2,0.0,0.0
ACOJBA02,Versie Hillebrand,GTX Plus Pro,Finhigh,Won,2017-06-20,2017-07-01,11,0-1,4813.0,-0.12203575337468077
2FGEGLVU,Vicki Laflamme,MG Special,Doncon,Lost,2017-06-20,2017-06-23,3,0-1,0.0,0.0
FQB53DQH,Vicki Laflamme,MG Special,Blackzim,Won,2017-06-20,2017-07-01,11,0-1,51.0,-0.07272727272727272
1C2V9RAO,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-06-20,2017-09-13,85,3-4,3241.0,-0.044798113763631006
MNTTYFR6,Violet Mclelland,MG Special,Initech,Lost,2017-06-20,2017-08-04,45,2,0.0,0.0
7FN6LV2E,Violet Mclelland,GTX Basic,Sumace,Won,2017-06-20,2017-09-12,84,3-4,592.0,0.07636363636363637
V8I2CE9V,Wilburn Farren,GTX Basic,Zotware,Won,2017-06-20,2017-09-20,92,3-4,506.0,-0.08
